City Key,City,Location,State Province Key
76970,Placer,POINT (-123.3153394 42.6320633),37
77088,Wapinitia,POINT (-121.2564517 45.1142837),37
90134,Midland,POINT (-121.8202809 42.1307015),37
87481,Harbour Pointe,POINT (-122.3051342 47.8856515),47
87543,Koontzville,POINT (-118.9472435 48.0157092),47
91372,Skyway,POINT (-122.2542892 47.4914884),47
91437,Trentwood,POINT (-117.2107634 47.6965622),47
91452,Upper Preston,POINT (-121.907615 47.5051019),47
78870,Bazemore,POINT (-87.7000188 33.8945496),1
79045,Eulaton,POINT (-85.9124671 33.6456587),1
79440,Highland Home,POINT (-86.3138546 31.9534835),1
79547,Marion Junction,POINT (-87.2388839 32.437358),1
85233,Highland Home,POINT (-86.3138546 31.9534835),1
85340,Marion Junction,POINT (-87.2388839 32.437358),1
92888,Bazemore,POINT (-87.7000188 33.8945496),1
93063,Eulaton,POINT (-85.9124671 33.6456587),1
1536,Furley,POINT (-97.2128162 37.8791795),16
2027,Sherwin,POINT (-94.9477381 37.1800624),16
3353,Page City,POINT (-101.1462666 39.0897299),16
10361,Sallyards,POINT (-96.5072359 37.8214116),16
10594,Richland,POINT (-95.5397011 38.8836141),16
14504,Dover,POINT (-95.9374886 38.9647239),16
23317,Wells,POINT (-97.550864 39.1388872),16
35765,Kalvesta,POINT (-100.2862511 38.0594637),16
10729,Oakshade,POINT (-84.1521691 41.6689399),35
15306,Scioto Furnace,POINT (-82.76489 38.7986875),35
28736,North Eaton,POINT (-81.9812516 41.3133839),35
1709,Ruthsburg,POINT (-75.9579945 39.0031683),20
12844,Long Meadow,POINT (-77.7122154 39.6862063),20
17994,Liberty Grove,POINT (-76.1199511 39.6559424),20
30744,Dickerson,POINT (-77.424153 39.220104),20
1525,Capa,POINT (-100.9781948 44.1088749),41
18715,Tschetter Colony,POINT (-97.6861778 43.3702642),41
20020,Long Beach,POINT (-78.1177711 33.9104515),33
25954,Roberta Mill,POINT (-80.6359013 35.3573633),33
28356,Valhalla,POINT (-76.6577239 36.1371028),33
31990,Abbottsburg,POINT (-78.7250179 34.517114),33
34764,Shawboro,POINT (-76.0940962 36.4054333),33
2011,Scott,POINT (-91.0742748 33.5917794),24
12073,Deeson,POINT (-90.8595487 34.0231639),24
19765,Glancy,POINT (-90.4964839 31.8184955),24
31231,Tomnolen,POINT (-89.3606259 33.4848451),24
36656,Mashulaville,POINT (-88.7442171 33.0867933),24
7758,Dorchester,POINT (-71.9486943 43.7567382),29
14391,Alstead,POINT (-72.3606431 43.1489663),29
17818,Greenfield,POINT (-71.8723003 42.9506384),29
20738,Gilford,POINT (-71.4067385 43.5475771),29
20629,Cortaro,POINT (-111.0884337 32.3561848),3
27652,Walapai,POINT (-113.8841137 35.3444389),3
8268,Ikatan,POINT (-163.3083333 54.75),2
9784,Biorka,POINT (-166.2080556 53.8269444),2
12803,Lemeta,POINT (-147.7322222 64.8597222),2
24861,Haycock,POINT (-161.1655556 65.2097222),2
32628,Wrangell,POINT (-132.3766667 56.4708333),2
33894,Port Chilkoot,POINT (-135.4377778 59.2288889),2
20625,Corryton,POINT (-83.7824062 36.1536937),42
22366,Frankewing,POINT (-86.8511135 35.19258),42
3904,Roachtown,POINT (-90.0409403 38.4631066),13
4988,Goodings Grove,POINT (-87.9308893 41.6291984),13
9883,Birds,POINT (-87.6678032 38.8369899),13
11505,Lancaster,POINT (-87.8653089 38.5478262),13
809,McClave,POINT (-102.8504765 38.1375074),6
6442,Chipita Park,POINT (-105.0066477 38.9244346),6
12509,East Portal,POINT (-105.6444469 39.9033204),6
15249,Pikeview,POINT (-104.8221988 38.9152705),6
15662,Andrix,POINT (-103.1927114 37.2794624),6
25390,Bergen Park,POINT (-105.3616598 39.6913769),6
27523,Vollmar,POINT (-104.8388616 40.1349833),6
9195,Elkatawa,POINT (-83.4268483 37.5570338),17
19359,Garlin,POINT (-85.2521825 37.1139534),17
25279,Cherokee,POINT (-82.8376626 38.0775875),17
29214,Creelsboro,POINT (-85.1974583 36.8850648),17
37561,Johnetta,POINT (-84.191877 37.4156408),17
37575,Knifley,POINT (-85.1894035 37.2428449),17
3544,Crossroads,POINT (-103.3396737 33.5123245),31
4416,Montoya,POINT (-104.0638615 35.0997794),31
29845,Dahlia,POINT (-105.2769498 35.1214409),31
35071,Optimo,POINT (-104.8036063 35.8903166),31
35349,La Cueva,POINT (-105.2491779 35.941705),31
37018,New Laguna,POINT (-107.4219909 35.0408767),31
6718,Hanna,POINT (-110.7651617 40.4041143),44
24070,Westwater,POINT (-109.1123346 39.0783178),44
3441,Caselton,POINT (-114.4852707 37.9191297),28
15703,Mount Montgomery,POINT (-118.3215086 37.9796525),28
36699,Salt Wells,POINT (-118.5829202 39.3751976),28
27845,Wapinitia,POINT (-121.2564517 45.1142837),37
33786,Placer,POINT (-123.3153394 42.6320633),37
36040,Midland,POINT (-121.8202809 42.1307015),37
1777,Hiteman,POINT (-92.8921428 41.0588945),15
5115,Jamison,POINT (-93.7249413 41.1216623),15
7762,Dorchester,POINT (-91.5109742 43.4696942),15
18778,Ewart,POINT (-92.6104663 41.641109),15
5117,Jane,POINT (-94.3052108 36.5472962),25
9083,Buell,POINT (-91.4390477 39.0342075),25
24175,White Church,POINT (-91.7862581 36.8503352),25
31054,Tiff City,POINT (-94.617168 36.668405),25
14503,Dover,POINT (-72.8039852 42.9436914),45
33737,Panton,POINT (-73.340402 44.1486654),45
36002,Pawlet,POINT (-73.1762182 43.34674),45
3126,Edgartown,POINT (-70.5133599 41.3890052),21
6712,Cotuit,POINT (-70.4369703 41.6167766),21
8324,Bernardston,POINT (-72.5495336 42.6709176),21
9581,White Horse Beach,POINT (-70.5578093 41.9309375),21
11506,Lancaster,POINT (-71.6731246 42.4556475),21
18000,Liberty Plain,POINT (-70.882822 42.1889895),21
19560,Ashland,POINT (-71.4633956 42.2612067),21
25178,New Braintree,POINT (-72.1259114 42.3167581),21
29675,Brookville,POINT (-71.0092126 42.1251),21
37768,Dracut,POINT (-71.3020052 42.6703687),21
10724,Oakpark,POINT (-78.1600014 38.3667957),46
11507,Lancaster,POINT (-76.4663391 37.7698602),46
7757,Dorchester,POINT (-80.3942635 33.1398875),40
10691,Nesmith,POINT (-79.5133935 33.6590552),40
16398,Boyden Arbor,POINT (-80.9456453 34.0240436),40
25297,Cherry Grove Beach,POINT (-78.6427922 33.8273947),40
29041,Verdery,POINT (-82.2492911 34.1092876),40
34215,New Zion,POINT (-80.0292406 33.8443276),40
5828,Alden Bridge,POINT (-93.720178 32.7751427),18
6717,Hanna,POINT (-93.3476723 31.9612732),18
10195,Saint Landry,POINT (-92.257905 30.8443611),18
19269,Donner,POINT (-90.9442629 29.6957647),18
23988,Meaux,POINT (-92.1826264 30.0207608),18
27378,Vidrine,POINT (-92.3981875 30.6926971),18
328,Orpha,POINT (-105.5035999 42.8546892),50
27846,Wapiti,POINT (-109.4376625 44.4685604),50
37647,Lisco,POINT (-102.6201979 41.4972022),27
7737,Colebrook,POINT (-73.0956646 41.9895388),7
18681,Topstone,POINT (-73.4490109 41.2959287),7
9460,Komalty,POINT (-99.0141345885 35.0515040006),36
12379,McQueen,POINT (-99.7255445885 34.6706795006),36
16450,Cookietown,POINT (-98.4771715885 34.2790367006),36
21408,Balko,POINT (-100.708656688 36.6339746006),36
23006,Catesby,POINT (-99.9866879885 36.4970385006),36
32785,Yewed,POINT (-98.4338585885 36.6862008006),36
853,Mineral Hills,POINT (-88.6479102 46.1132871),22
8361,Berville,POINT (-82.8829846 42.9083621),22
12178,North Manitou,POINT (-85.979256 45.1202637),22
17811,Good Hart,POINT (-85.113118 45.5672308),22
18780,Ewen,POINT (-89.2812556 46.535222),22
27026,Lexington Heights,POINT (-82.5246458 43.2250269),22
250,Sabinsville,POINT (-77.525262 41.8678482),38
1834,Rose Tree,POINT (-75.3901933 39.934278),38
4090,Sigel,POINT (-79.1130938 41.275063),38
7192,Dry Run,POINT (-77.7538812 40.1675853),38
13747,Karthaus,POINT (-78.1138962 41.1208924),38
17148,Cadogan,POINT (-79.5811576 40.7539533),38
22734,Marguerite,POINT (-79.463371 40.2636811),38
24985,Linden,POINT (-80.1408895 40.2281261),38
27104,Marion Hill,POINT (-80.2958956 40.7303435),38
31489,Trout Run,POINT (-77.0569132 41.3861872),38
34757,Sarversville,POINT (-79.7556061 40.7195095),38
34781,Shay,POINT (-79.4547654 40.7364533),38
37177,Devault,POINT (-75.5351981 40.0745503),38
10116,Cylon,POINT (-92.352969 45.1221865),49
11583,Lunds,POINT (-88.5453795 44.6994307),49
16546,Arbor Vitae,POINT (-89.6634802 45.9205077),49
21200,Armstrong Creek,POINT (-88.4462301 45.6582937),49
7984,Idria,POINT (-120.6743379 36.4169007),5
20462,South Laguna,POINT (-117.7431097 33.5005827),5
20973,Arrowbear Lake,POINT (-117.0833709 34.2108413),5
20974,Arrowhead Highlands,POINT (-117.2628206 34.2300069),5
28879,Valley View Park,POINT (-117.3081 34.2350067),5
31705,Twin Peaks,POINT (-117.2336533 34.2388955),5
32781,Yermo,POINT (-116.8203127 34.9049849),5
32944,Termo,POINT (-120.4602262 40.8657308),5
36039,Midland,POINT (-114.8021881 33.8611293),5
36502,Jesmond Dene,POINT (-117.1091988 33.1803157),5
758,Skyway,POINT (-122.2542892 47.4914884),47
12682,Harbour Pointe,POINT (-122.3051342 47.8856515),47
18980,Koontzville,POINT (-118.9472435 48.0157092),47
31423,Trentwood,POINT (-117.2107634 47.6965622),47
31925,Upper Preston,POINT (-121.907615 47.5051019),47
17126,Bazemore,POINT (-87.7000188 33.8945496),1
20286,Highland Home,POINT (-86.3138546 31.9534835),1
27105,Marion Junction,POINT (-87.2388839 32.437358),1
31283,Eulaton,POINT (-85.9124671 33.6456587),1
7421,Compass Lake,POINT (-85.3927045 30.5926937),9
7538,Florahome,POINT (-81.8834269 29.7327446),9
9023,Bakers Mill,POINT (-82.939302 30.5796601),9
13964,Bratt,POINT (-87.4274794 30.9657386),9
17428,Astor Park,POINT (-81.5720175 29.1535911),9
22418,West Frostproof,POINT (-81.5831327 27.733641),9
27859,Ward Ridge,POINT (-85.2849181 29.7885429),9
36647,Lynne,POINT (-81.9173071 29.1924772),9
20544,Schaal,POINT (-93.961022 33.8262286),4
23390,Wesson,POINT (-92.7626597 33.1154128),4
26869,Greenfield,POINT (-90.712611999999993 35.6323013),4
33318,Grider,POINT (-89.9806435 35.6386903),4
10593,Richland,POINT (-106.0511296 48.8208593),26
14587,Fishtail,POINT (-109.5043343 45.4535539),26
16424,Bozeman Hot Springs,POINT (-111.185003389 45.6661472137),26
31719,Twodot,POINT (-110.072964 46.4243971),26
21769,Hollandsburg,POINT (-87.0722345 39.760321),14
36041,Midland,POINT (-87.1916803 39.1219874),14
764,Slanesville,POINT (-78.5227886 39.3731537),48
2076,Lorentz,POINT (-80.3023077 39.0109301),48
14729,Annamoriah,POINT (-81.227061 38.9406392),48
24647,Delray,POINT (-78.6041789 39.1945484),48
25792,Robertsburg,POINT (-81.9512481 38.6553637),48
33176,Chaseley,POINT (-99.8201206 47.4502759),34
18064,Markville,POINT (-92.3307496 46.091888),23
20845,Inguadona,POINT (-94.1302482 46.9832886),23
22191,Marcell,POINT (-93.6907581 47.5929997),23
229,Branchburg Park,POINT (-74.6848824 40.5723251),30
2703,Maple Shade,POINT (-74.9923915 39.9526127),30
8287,Imlaystown,POINT (-74.5151531 40.1676117),30
17796,Golf View,POINT (-75.4693628 39.7006692),30
22192,Marcella,POINT (-74.4743222 40.9870425),30
22356,Francis Mills,POINT (-74.3973717 40.1348354),30
31308,Towaco,POINT (-74.3454282 40.922043),30
33594,Mickleton,POINT (-75.2376834 39.7901134),30
2013,Scott,POINT (-82.6668019 32.5518326),10
8478,Sea Island,POINT (-81.3498179 31.1835648),10
14502,Dover,POINT (-81.7151103 32.5771168),10
16173,Leathersville,POINT (-82.4398499 33.7167949),10
16604,Coosa,POINT (-85.3544002 34.2545377),10
24831,Griswoldville,POINT (-83.4887852 32.8706936),10
33308,Gresston,POINT (-83.2523765 32.286281),10
1782,Hodgdon,POINT (-67.8666846 46.0539429),19
3044,Edgecomb,POINT (-69.630602 43.9584129),19
16996,Beals,POINT (-67.6149935 44.5198009),19
23278,Weld,POINT (-70.4214543 44.6986707),19
23320,Wells,POINT (-70.5808867 43.3220301),19
28471,Wallagrass,POINT (-68.5972677 47.1294837),19
28978,Vassalboro,POINT (-69.6775451 44.4592341),19
31394,Tremont,POINT (-68.4155746 44.2667467),19
1378,Arietta,POINT (-74.5176433 43.246181),32
2012,Scott,POINT (-76.2432628 42.7295128),32
3710,Roe Park,POINT (-73.8834702 41.3064828),32
5575,Bowmansville,POINT (-78.6847515 42.9383918),32
9139,Caton,POINT (-77.0277448 42.0561853),32
10592,Richland,POINT (-76.0476996 43.5695139),32
12897,North Ridge,POINT (-78.8258709 43.2125562),32
13014,Athol Springs,POINT (-78.8664229 42.769781),32
14024,Eagle Valley,POINT (-74.226814 41.1548173),32
14776,Conewango,POINT (-79.0311516 42.2386716),32
16608,Copake,POINT (-73.5501211 42.1034238),32
16818,Sauquoit,POINT (-75.2598859 43.0042365),32
17819,Greenfield,POINT (-73.8737345 43.1375737),32
19559,Ashland,POINT (-74.3334789 42.3036956),32
21072,Beekmantown,POINT (-73.4920802 44.7708742),32
23316,Wells,POINT (-74.2895826 43.3959017),32
27446,Big Moose,POINT (-74.9151774 43.8183991),32
27489,Virgil,POINT (-76.1943742 42.5106272),32
33294,Greig,POINT (-75.3546233 43.681458),32
34462,Ridgeway,POINT (-78.3897468 43.2672802),32
36317,Esopus,POINT (-73.9651379 41.8278707),32
37201,Cherryplain,POINT (-73.3581648 42.6292474),32
5379,Dallardsville,POINT (-94.6318698 30.6285363),43
6837,Coupland,POINT (-97.3886085 30.4599264),43
8337,Bernstein,POINT (-101.3571044 36.3941959),43
8665,Mendoza,POINT (-97.6861117 30.00494),43
11834,Del Valle,POINT (-97.6547243 30.2107669),43
17190,Dawn,POINT (-102.1999199 34.9103368),43
17591,Batson,POINT (-94.6071417 30.2493767),43
18704,Truscott,POINT (-99.8112042 33.7542544),43
18985,Kopperl,POINT (-97.5039076 32.0698734),43
21884,Plata,POINT (-104.0176921 29.8762836),43
25191,Ben Arnold,POINT (-96.988043 30.9637973),43
25278,Cherokee,POINT (-98.7075397 30.9823928),43
27976,Dickworsham,POINT (-98.1155976 33.7514907),43
28725,North Cowden,POINT (-102.5129264 32.0045624),43
28803,Vair,POINT (-94.9135442 31.2810176),43
30883,Tarzan,POINT (-101.9751408 32.3053922),43
33878,Port Alto,POINT (-96.4133057 28.6599945),43
34461,Ridgeway,POINT (-95.7694058 33.180391),43
36976,Morita,POINT (-101.6337386 32.1845661),43
78851,Ashland,POINT (-85.8360741 33.2737256),1
78874,Belgreen,POINT (-87.8664241 34.474818),1
78914,Broomtown,POINT (-85.5216276 34.3606453),1
78950,Cherokee,POINT (-87.9728143 34.7570342),1
78972,Coker,POINT (-87.6877882 33.2459512),1
79066,Flomaton,POINT (-87.2608071 31.000182),1
79407,Guin,POINT (-87.9147494 33.9656594),1
79477,Jemison,POINT (-86.7466522 32.9598451),1
79517,Linden,POINT (-87.7980665 32.3062535),1
79599,Nanafalia,POINT (-87.9880691 32.1129257),1
83290,Robertsdale,POINT (-87.7119324 30.5538048),1
83295,Rogersville,POINT (-87.2947417 34.8256425),1
83304,Saks,POINT (-85.8396879 33.6987135),1
83347,Southside,POINT (-86.0224718 33.9245425),1
83400,Tuscaloosa,POINT (-87.5691735 33.2098407),1
85200,Guin,POINT (-87.9147494 33.9656594),1
85270,Jemison,POINT (-86.7466522 32.9598451),1
85310,Linden,POINT (-87.7980665 32.3062535),1
85392,Nanafalia,POINT (-87.9880691 32.1129257),1
88613,Robertsdale,POINT (-87.7119324 30.5538048),1
88618,Rogersville,POINT (-87.2947417 34.8256425),1
88627,Saks,POINT (-85.8396879 33.6987135),1
88670,Southside,POINT (-86.0224718 33.9245425),1
88723,Tuscaloosa,POINT (-87.5691735 33.2098407),1
92869,Ashland,POINT (-85.8360741 33.2737256),1
92892,Belgreen,POINT (-87.8664241 34.474818),1
92932,Broomtown,POINT (-85.5216276 34.3606453),1
92968,Cherokee,POINT (-87.9728143 34.7570342),1
92990,Coker,POINT (-87.6877882 33.2459512),1
93084,Flomaton,POINT (-87.2608071 31.000182),1
76741,Midland,POINT (-105.1616509 38.8583232),6
76778,Orchard Mesa,POINT (-108.5523153 39.0430375),6
76858,Segundo,POINT (-104.7555468 37.1252983),6
76865,Silver Plume,POINT (-105.7258386 39.6960983),6
89596,Antonito,POINT (-106.0086329 37.079179),6
89604,Aspen Park,POINT (-105.2947148 39.539155),6
89634,Bow Mar,POINT (-105.0499841 39.628321),6
89654,Byers,POINT (-104.2277358 39.7113708),6
89681,Cheyenne Wells,POINT (-102.3532435 38.8213951),6
89718,Dacono,POINT (-104.9394216 40.0847062),6
89727,Dillon,POINT (-106.0433518 39.6302643),6
91567,Wray,POINT (-102.2232495 40.0758231),6
91568,Yampa,POINT (-106.9086582 40.1524837),6
79734,Cañon,POINT (-106.735591 35.6569716),31
79805,Cundiyo,POINT (-105.8964091 35.9591922),31
79807,Cuyamungue,POINT (-106.0041892 35.8697483),31
88053,Madrone,POINT (-106.7330813 34.5939498),31
88060,Mayhill,POINT (-105.4780381 32.8895419),31
88084,Moquino,POINT (-107.3689356 35.1725399),31
88124,Pastura,POINT (-104.9447168 34.7828401),31
88148,Portales,POINT (-103.3343978 34.1861922),31
88154,Puerto de Luna,POINT (-104.6221654 34.829682),31
88162,Raton,POINT (-104.4391532 36.9033581),31
88189,San Acacia,POINT (-106.8994726 34.2553446),31
88240,Soham,POINT (-105.4941797 35.4155984),31
82963,Middleway,POINT (-77.9827756 39.3034346),48
82995,Nitro,POINT (-81.8440197 38.4148146),48
83050,Reader,POINT (-80.7328765 39.5689689),48
83121,Triadelphia,POINT (-80.6284097 40.0525734),48
87826,Bruceton Mills,POINT (-79.6411594 39.6586918),48
87899,East Dailey,POINT (-79.8909006 38.7803866),48
87906,Elk Garden,POINT (-79.154201 39.3834313),48
87937,Gallipolis Ferry,POINT (-82.1987576 38.7706371),48
87942,Gassaway,POINT (-80.7748218 38.6731544),48
87969,Hambleton,POINT (-79.6453386 39.0820511),48
76917,Molalla,POINT (-122.5770322 45.1473445),37
76936,Newberg,POINT (-122.9731565 45.3001179),37
76987,Richland,POINT (-117.1685112 44.7690498),37
77092,Wasco,POINT (-120.698113 45.5917918),37
89873,Ashland,POINT (-122.7094767 42.1945759),37
89893,Biggs,POINT (-120.8328408 45.669846),37
89925,Cave Junction,POINT (-123.6481235 42.1628912),37
90082,Kerby,POINT (-123.651735 42.1942798),37
90111,Lostine,POINT (-117.4296256 45.4873692),37
87556,Lake Stevens,POINT (-122.0637425 48.015098),47
87582,Long Beach,POINT (-124.0543234 46.3523219),47
87602,Malott,POINT (-119.7067271 48.2826495),47
87633,Meadowdale,POINT (-122.3334669 47.852874),47
87646,Midland,POINT (-122.4048441 47.1670439),47
87673,Naches,POINT (-120.699516 46.730958),47
89325,Amanda Park,POINT (-123.8860114 47.4631419),47
89450,College Place,POINT (-118.3883012 46.0493026),47
91271,Point Roberts,POINT (-123.077974 48.9853824),47
91309,Richland,POINT (-119.2844621 46.2856907),47
91330,Royal City,POINT (-119.6305912 46.9009701),47
91354,Sekiu,POINT (-124.3013299 48.2622995),47
91464,Venersborg,POINT (-122.4245395 45.7737266),47
100875,Dover,POINT (-75.5243682 39.158168),8
97194,Cavendish,POINT (-72.608149 43.3820171),45
97270,Manchester Center,POINT (-73.0570488 43.1770206),45
97381,Wells,POINT (-73.2042744 43.4172937),45
93878,Dorchester,POINT (-90.3356913 45.0030238),49
93908,Edmund,POINT (-90.264568 42.9674944),49
94014,Grantsburg,POINT (-92.6827041 45.7763419),49
94021,Greenfield,POINT (-88.0125865 42.9614039),49
97747,Ashland,POINT (-90.8837982 46.5924428),49
97767,Baraboo,POINT (-89.7442907 43.4710944),49
97900,Chetek,POINT (-91.6510007 45.3141273),49
98212,Ridgeway,POINT (-89.9904013 43.0022199),49
98256,Sayner,POINT (-89.5326435 45.9860625),49
98349,Tilleda,POINT (-88.9112178 44.8155317),49
102712,Lancaster,POINT (-90.7106822 42.8474905),49
102737,Linden,POINT (-90.2734579 42.9177726),49
102885,Necedah,POINT (-90.0740181 44.0260775),49
102935,Oconto Falls,POINT (-88.1428798 44.8738805),49
40395,Claremont,POINT (-117.7197785 34.0966764),5
40550,El Centro,POINT (-115.5630514 32.792),5
40600,Fieldbrook,POINT (-124.0356196 40.9656826),5
40608,Floriston,POINT (-120.021308 39.3946303),5
40659,Glen Avon,POINT (-117.4847714 34.0116799),5
41316,Greenfield,POINT (-119.0028801 35.26885),5
41358,Herlong,POINT (-120.1346519 40.1435142),5
41466,Knights Landing,POINT (-121.718297 38.7996238),5
41497,Lake Davis,POINT (-120.4788267 39.8726783),5
41500,Lake Hughes,POINT (-118.4453598 34.6769294),5
41519,Lancaster,POINT (-118.1367393 34.6980406),5
41548,Linden,POINT (-121.0838313 38.0213118),5
41568,Lompoc,POINT (-120.4579409 34.6391501),5
41572,Long Beach,POINT (-118.1892348 33.7669623),5
44316,Port Hueneme,POINT (-119.1951074 34.1477829),5
44333,Rail Road Flat,POINT (-120.5121479 38.3432471),5
44370,Ridgemark,POINT (-121.3657673 36.8124564),5
44439,San Jacinto,POINT (-116.958635 33.7839084),5
46997,Lytle Creek,POINT (-117.5000512 34.2591728),5
47005,Magalia,POINT (-121.5783059 39.8121058),5
47016,Marin City,POINT (-122.5091404 37.868538),5
47134,Nicasio,POINT (-122.6985975 38.0615885),5
47188,Orick,POINT (-124.0597937 41.2867896),5
47644,Stallion Springs,POINT (-118.6425912 35.0888553),5
47673,Taft Heights,POINT (-119.4726196 35.1346895),5
47788,Wasco,POINT (-119.3409457 35.5941238),5
48768,Ashland,POINT (-122.1138531 37.6946528),5
48778,Avenal,POINT (-120.1290272 36.0041223),5
48833,Biggs,POINT (-121.7127513 39.4123876),5
48851,Bombay Beach,POINT (-115.7297152 33.3508667),5
48937,Caruthers,POINT (-119.8331965 36.5427271),5
48966,Cherokee,POINT (-121.5383036 39.6462739),5
53091,Eden Valley,POINT (-94.5461074 45.3260745),23
53109,Elrosa,POINT (-94.9472391 45.5627429),23
53219,Greenfield,POINT (-93.6913527 45.1032966),23
53360,Lake Crystal,POINT (-94.2188494 44.1057973),23
54649,Lancaster,POINT (-96.8042148 48.8583146),23
54687,Long Beach,POINT (-95.4175371 45.6546835),23
54755,Miesville,POINT (-92.8129802 44.6005227),23
54828,Northrop,POINT (-94.4363592 43.7363438),23
56111,Beaver Bay,POINT (-91.3004437 47.2577003),23
56140,Biscay,POINT (-94.2749801 44.8274625),23
56153,Bock,POINT (-93.5569028 45.7849627),23
56156,Bowlus,POINT (-94.4094468 45.8194098),23
56225,Claremont,POINT (-92.9976999 44.0444086),23
56239,Cloquet,POINT (-92.4593566 46.7216102),23
56244,Cokato,POINT (-94.1899799 45.0757967),23
56294,Deer River,POINT (-93.7927173 47.3330045),23
56313,Dover,POINT (-92.139051 43.9735748),23
57753,Saint Louis Park,POINT (-93.3480051 44.9482979),23
57834,Sunburg,POINT (-95.2383563 45.3477401),23
57851,Tenstrike,POINT (-94.6747007 47.6566206),23
57930,Wells,POINT (-93.728836 43.746066),23
78550,Yaak,POINT (-115.7087944 48.8330088),26
78570,Ashland,POINT (-106.2708477 45.5944444),26
78580,Basin,POINT (-112.2636205 46.2713177),26
78691,Dillon,POINT (-112.63752 45.2163106),26
78767,Greycliff,POINT (-109.7846289 45.7632707),26
82914,Yaak,POINT (-115.7087944 48.8330088),26
85112,Sun River,POINT (-111.7213719 47.5332872),26
85117,Sylvanite,POINT (-115.8743507 48.7163356),26
86726,Sun River,POINT (-111.7213719 47.5332872),26
86731,Sylvanite,POINT (-115.8743507 48.7163356),26
89051,Ashland,POINT (-106.2708477 45.5944444),26
89061,Basin,POINT (-112.2636205 46.2713177),26
89172,Dillon,POINT (-112.63752 45.2163106),26
89248,Greycliff,POINT (-109.7846289 45.7632707),26
72425,Peeples Valley,POINT (-112.7271223 34.2689145),3
72450,Queen Valley,POINT (-111.2895709 33.2986656),3
72456,Red Mesa,POINT (-109.356435046 36.9613024198),3
72539,Tempe,POINT (-111.9093095 33.414768),3
72561,Tumacacori,POINT (-111.052307129 31.5687255859),3
72594,Willow Valley,POINT (-114.6066314 34.9119475),3
73351,Amado,POINT (-111.0645359 31.7078658),3
73353,Antares,POINT (-113.8085563 35.419715),3
73570,Linden,POINT (-110.1570584 34.2850405),3
51985,Ashland,POINT (-68.4061523 46.6311528),19
52042,Cape Neddick,POINT (-70.6208862 43.1936986),19
71788,Ashland,POINT (-71.6306325 43.6953512),29
71821,Claremont,POINT (-72.3467561 43.3767402),29
71822,Colebrook,POINT (-71.4959176 44.8944918),29
71835,Dover,POINT (-70.8736698 43.1978624),29
71859,Goffstown,POINT (-71.600349 43.0203609),29
71895,Lancaster,POINT (-71.569251 44.4889465),29
82716,Bokeelia,POINT (-82.1589815 26.7056266),9
82792,Clewiston,POINT (-80.9336753 26.7542312),9
82793,Cloud Lake,POINT (-80.0739309 26.6761772),9
82826,Cypress Quarters,POINT (-80.8139491 27.2519902),9
82854,Dover,POINT (-82.2195344 27.9941885),9
84249,Key Biscayne,POINT (-80.1628248 25.693713),9
84269,Lake Clarke Shores,POINT (-80.0758754 26.6453449),9
84344,Mary Esther,POINT (-86.6630098 30.4099215),9
87354,Tavares,POINT (-81.725632 28.8041579),9
87366,Tierra Verde,POINT (-82.7234337 27.6919746),9
87371,Trilby,POINT (-82.1948076 28.4624986),9
87378,Vamo,POINT (-82.4978748 27.2219951),9
88809,Naples Park,POINT (-81.8092543 26.2617534),9
88868,Oriole Beach,POINT (-87.0913555 30.3738103),9
66241,Harkers Island,POINT (-76.5593693 34.6951628),33
66266,Hightsville,POINT (-77.9316542 34.2696139),33
66274,Holden Beach,POINT (-78.3038892 33.9135061),33
66303,Kannapolis,POINT (-80.6217341 35.4873613),33
66352,Linden,POINT (-78.7472447 35.2548851),33
66395,McAdenville,POINT (-81.0753535 35.2593056),33
66407,Midland,POINT (-80.5006219 35.2273656),33
67589,Navassa,POINT (-78.0074906 34.2554474),33
67728,Saxapahaw,POINT (-79.321962 35.9473614),33
67778,Staley,POINT (-79.551412 35.7959711),33
67832,Valdese,POINT (-81.563149 35.7406864),33
70400,Bethania,POINT (-80.3381077 36.1823602),33
70409,Bladenboro,POINT (-78.7875209 34.5387799),33
70477,Cherokee,POINT (-83.3148742 35.4742656),33
70483,Claremont,POINT (-81.1461917 35.7145776),33
70510,Cramerton,POINT (-81.0750757 35.2387504),33
70541,Dover,POINT (-77.436907 35.216274),33
70545,Dundarrach,POINT (-79.155033 34.9293315),33
60328,Plaquemine,POINT (-91.2342744 30.2890833),18
60397,Scott,POINT (-92.0945672 30.2357569),18
62837,Golden Meadow,POINT (-90.2600787 29.3791112),18
62933,Kinder,POINT (-92.850703 30.485479),18
62954,Larose,POINT (-90.3817483 29.572437999999998),18
62997,Mamou,POINT (-92.4192993 30.6338092),18
63044,Mooringsport,POINT (-93.961015 32.6876455),18
64122,Ashland,POINT (-93.0982193 32.1418256),18
64141,Bayou Cane,POINT (-90.7512023 29.624102),18
64360,Gardere,POINT (-91.1401055 30.3457487),18
61044,Scofield,POINT (-111.1607272 39.7241289),44
61083,Tooele,POINT (-112.29828 40.5307776),44
61956,Carbonville,POINT (-110.8343268 39.6199647),44
62151,Moroni,POINT (-111.5904725 39.5249615),44
65911,Dover,POINT (-75.5243682 39.158168),8
64853,Cavendish,POINT (-72.608149 43.3820171),45
64929,Manchester Center,POINT (-73.0570488 43.1770206),45
