Sale Key,City Key,Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Quantity,Unit Price,Total Excluding Tax,Tax Amount,Region
,,,,,,,,0,,,,Far West
109143,87633,0,197,17/02/2019,18/02/2019,3,33618,8,13,104,15.6,Far West
176404,72894,0,167,30/01/2020,04/02/2020,3,54392,8,13,104,15.6,Far West
180097,111993,0,174,16/02/2020,17/02/2020,3,55539,8,13,104,15.6,Far West
180588,108770,0,169,20/02/2020,21/02/2020,3,55692,8,13,104,15.6,Far West
182538,108770,0,198,01/03/2020,03/03/2020,3,56291,8,13,104,15.6,Far West
183950,66176,0,178,09/03/2020,10/03/2020,3,56720,8,13,104,15.6,Far West
,,,,,,,,0,,,,Far West
184564,107721,0,191,12/03/2020,13/03/2020,3,56901,8,13,104,15.6,Far West
188399,108770,0,185,28/03/2020,30/03/2020,3,58088,8,13,104,15.6,Far West
192419,107558,0,189,17/04/2020,18/04/2020,3,59324,8,13,104,15.6,Far West
194970,72646,0,184,02/05/2020,03/05/2020,3,60129,8,13,104,15.6,Far West
194976,72761,0,198,02/05/2020,03/05/2020,3,60131,8,13,104,15.6,Far West
,,,,,,,,0,,,,Far West
197919,107721,0,167,20/05/2020,21/05/2020,3,61043,8,13,104,15.6,Far West
198003,112167,0,195,21/05/2020,22/05/2020,3,61074,8,13,104,15.6,Far West
126992,41568,0,173,23/05/2019,24/05/2019,3,39099,8,13,104,15.6,Far West
129571,41568,0,173,07/06/2019,08/06/2019,3,39910,8,13,104,15.6,Far West
133454,72761,0,176,28/06/2019,02/07/2019,3,41107,8,13,104,15.6,Far West
135874,91464,0,171,11/07/2019,12/07/2019,3,41846,8,13,104,15.6,Far West
,,,,,,,,0,,,,Far West
137185,77092,0,177,17/07/2019,18/07/2019,3,42248,8,13,104,15.6,Far West
139628,47757,0,196,01/08/2019,02/08/2019,3,43001,8,13,104,15.6,Far West
139630,47757,0,195,01/08/2019,02/08/2019,3,43001,8,13,104,15.6,Far West
142372,47134,0,187,15/08/2019,16/08/2019,3,43848,8,13,104,15.6,Far West
144506,44333,0,178,25/08/2019,27/08/2019,3,44506,8,13,104,15.6,Far West
146022,47692,0,189,01/09/2019,02/09/2019,3,44977,8,13,104,15.6,Far West
146204,48763,0,167,02/09/2019,03/09/2019,3,45031,8,13,104,15.6,Far West
148695,41568,0,166,14/09/2019,15/09/2019,3,45796,8,13,104,15.6,Far West
148994,72894,0,190,15/09/2019,16/09/2019,3,45893,8,13,104,15.6,Far West
151151,47855,0,203,27/09/2019,30/09/2019,3,46559,8,13,104,15.6,Far West
154103,47692,0,178,12/10/2019,13/10/2019,3,47476,8,13,104,15.6,Far West
154880,47134,0,164,17/10/2019,18/10/2019,3,47727,8,13,104,15.6,Far West
156650,72761,0,183,23/10/2019,24/10/2019,3,48261,8,13,104,15.6,Far West
157961,47692,0,186,30/10/2019,03/11/2019,3,48666,8,13,104,15.6,Far West
160442,47757,0,177,10/11/2019,11/11/2019,3,49426,8,13,104,15.6,Far West
161079,48763,0,181,15/11/2019,16/11/2019,3,49639,8,13,104,15.6,Far West
163161,111993,0,189,25/11/2019,26/11/2019,3,50268,8,13,104,15.6,Far West
165342,108881,0,194,06/12/2019,07/12/2019,3,50953,8,13,104,15.6,Far West
166160,112229,0,183,09/12/2019,10/12/2019,3,51206,8,13,104,15.6,Far West
167768,66176,0,203,16/12/2019,17/12/2019,3,51712,8,13,104,15.6,Far West
169957,72610,0,200,26/12/2019,27/12/2019,3,52381,8,13,104,15.6,Far West
169960,72610,0,189,26/12/2019,27/12/2019,3,52381,8,13,104,15.6,Far West
175762,112081,0,204,27/01/2020,28/01/2020,3,54193,8,13,104,15.6,Far West
175765,112081,0,198,27/01/2020,28/01/2020,3,54193,8,13,104,15.6,Far West
202179,72646,0,168,07/06/2020,08/06/2020,3,62364,8,13,104,15.6,Far West
203016,112081,0,165,12/06/2020,13/06/2020,3,62628,8,13,104,15.6,Far West
205534,112381,0,192,26/06/2020,27/06/2020,3,63418,8,13,104,15.6,Far West
206373,112063,0,164,03/07/2020,04/07/2020,3,63700,8,13,104,15.6,Far West
210514,72709,0,192,24/07/2020,25/07/2020,3,65007,8,13,104,15.6,Far West
211655,72646,0,193,31/07/2020,04/08/2020,3,65369,8,13,104,15.6,Far West
214941,112229,0,203,19/08/2020,20/08/2020,3,66382,8,13,104,15.6,Far West
215697,108137,0,203,22/08/2020,23/08/2020,3,66616,8,13,104,15.6,Far West
217663,72709,0,186,02/09/2020,03/09/2020,3,67233,8,13,104,15.6,Far West
218438,112063,0,188,05/09/2020,06/09/2020,3,67477,8,13,104,15.6,Far West
,,,,,,,,0,,,,Far West
222773,108770,0,183,27/09/2020,28/09/2020,3,68825,8,13,104,15.6,Far West
223128,107558,0,199,28/09/2020,29/09/2020,3,68935,8,13,104,15.6,Far West
223517,112381,0,172,01/10/2020,05/10/2020,3,69055,8,13,104,15.6,Far West
225226,72125,0,186,09/10/2020,10/10/2020,3,69576,8,13,104,15.6,Far West
226673,72761,0,173,16/10/2020,17/10/2020,3,70018,8,13,104,15.6,Far West
227899,72894,0,174,22/10/2020,23/10/2020,3,70404,8,13,104,15.6,Far West
120629,72709,0,171,17/04/2019,18/04/2019,3,37124,8,13,104,15.6,Far West
183965,108770,0,187,09/03/2020,10/03/2020,3,56724,8,13,104,15.6,Far West
193515,112229,0,179,25/04/2020,26/04/2020,3,59679,8,13,104,15.6,Far West
194569,72125,0,166,30/04/2020,05/05/2020,3,59994,8,13,104,15.6,Far West
129567,72709,0,169,07/06/2019,08/06/2019,3,39909,8,13,104,15.6,Far West
,,,,,,,,0,,,,Far West
,,,,,,,,0,,,,Far West
153952,48762,0,171,12/10/2019,13/10/2019,3,47428,8,13,104,15.6,Far West
130003,72894,0,165,10/06/2019,11/06/2019,3,40043,8,13,104,15.6,Far West
157873,44333,0,181,28/10/2019,31/10/2019,3,48634,8,13,104,15.6,Far West
158366,44333,0,177,31/10/2019,08/11/2019,3,48790,8,13,104,15.6,Far West
159340,48937,0,176,04/11/2019,05/11/2019,3,49080,8,13,104,15.6,Far West
175454,109634,0,178,26/01/2020,27/01/2020,3,54096,8,13,104,15.6,Far West
175540,111992,0,193,26/01/2020,27/01/2020,3,54124,8,13,104,15.6,Far West
13206,63578,0,175,13/08/2017,15/08/2017,3,4052,8,13,104,15.6,Far West
15522,41568,0,171,28/08/2017,03/09/2017,3,4772,8,13,104,15.6,Far West
22765,47134,0,197,10/10/2017,11/10/2017,3,7010,8,13,104,15.6,Far West
23169,47757,0,202,13/10/2017,16/10/2017,3,7134,8,13,104,15.6,Far West
27976,72709,0,181,09/11/2017,13/11/2017,3,8629,8,13,104,15.6,Far West
42132,48851,0,184,29/01/2018,03/02/2018,3,13018,8,13,104,15.6,Far West
58384,87481,0,189,08/05/2018,09/05/2018,3,17986,8,13,104,15.6,Far West
74305,72610,0,193,09/08/2018,10/08/2018,3,22848,8,13,104,15.6,Far West
74307,72610,0,165,09/08/2018,10/08/2018,3,22848,8,13,104,15.6,Far West
75095,72709,0,163,15/08/2018,16/08/2018,3,23094,8,13,104,15.6,Far West
93564,77092,0,200,21/11/2018,23/11/2018,3,28775,8,13,104,15.6,Far West
,,,,,,,,0,,,,Far West
109978,72125,0,176,23/02/2019,24/02/2019,3,33878,8,13,104,15.6,Far West
181403,111992,0,193,24/02/2020,25/02/2020,3,55943,8,13,104,15.6,Far West
194110,107558,0,171,29/04/2020,03/05/2020,3,59860,8,13,104,15.6,Far West
197435,72894,0,168,16/05/2020,17/05/2020,3,60889,8,13,104,15.6,Far West
131688,47757,0,188,18/06/2019,19/06/2019,3,40558,8,13,104,15.6,Far West
146463,48937,0,198,04/09/2019,05/09/2019,3,45114,8,13,104,15.6,Far West
162087,91464,0,195,20/11/2019,21/11/2019,3,49941,8,13,104,15.6,Far West
169695,113033,0,204,25/12/2019,26/12/2019,3,52305,8,13,104,15.6,Far West
174389,112897,0,163,19/01/2020,20/01/2020,3,53750,8,13,104,15.6,Far West
220422,112063,0,187,14/09/2020,15/09/2020,3,68102,8,13,104,15.6,Far West
17724,72125,0,191,10/09/2017,14/09/2017,3,5457,6,13,78,11.7,Far West
20355,47741,0,189,28/09/2017,04/10/2017,3,6269,6,13,78,11.7,Far West
27206,47692,0,175,03/11/2017,05/11/2017,3,8384,6,13,78,11.7,Far West
31501,72125,0,178,27/11/2017,03/12/2017,3,9708,6,13,78,11.7,Far West
39503,76936,0,197,12/01/2018,13/01/2018,3,12198,6,13,78,11.7,Far West
55582,47692,0,175,19/04/2018,20/04/2018,3,17112,6,13,78,11.7,Far West
70768,87633,0,189,18/07/2018,19/07/2018,3,21788,6,13,78,11.7,Far West
77478,91464,0,164,29/08/2018,06/09/2018,3,23831,6,13,78,11.7,Far West
83105,76936,0,165,29/09/2018,05/10/2018,3,25547,6,13,78,11.7,Far West
107522,72709,0,197,08/02/2019,09/02/2019,3,33111,6,13,78,11.7,Far West
176298,112063,0,201,30/01/2020,03/02/2020,3,54361,6,13,78,11.7,Far West
187265,113033,0,193,24/03/2020,25/03/2020,3,57738,6,13,78,11.7,Far West
189222,112381,0,185,02/04/2020,03/04/2020,3,58346,6,13,78,11.7,Far West
194109,107558,0,176,29/04/2020,30/04/2020,3,59860,6,13,78,11.7,Far West
131885,48851,0,181,19/06/2019,20/06/2019,3,40614,6,13,78,11.7,Far West
207397,112081,0,184,09/07/2020,10/07/2020,3,64019,6,13,78,11.7,Far West
225577,108294,0,179,10/10/2020,11/10/2020,3,69682,6,13,78,11.7,Far West
197870,107607,0,176,20/05/2020,21/05/2020,3,61029,6,13,78,11.7,Far West
156244,91464,0,190,22/10/2019,23/10/2019,3,48135,6,13,78,11.7,Far West
169145,108294,0,176,22/12/2019,23/12/2019,3,52137,6,13,78,11.7,Far West
179552,66176,0,195,14/02/2020,15/02/2020,3,55370,6,13,78,11.7,Far West
180590,108770,0,171,20/02/2020,21/02/2020,3,55692,6,13,78,11.7,Far West
187258,72646,0,164,24/03/2020,25/03/2020,3,57736,6,13,78,11.7,Far West
191327,72610,0,176,12/04/2020,13/04/2020,3,58993,6,13,78,11.7,Far West
192130,108881,0,193,16/04/2020,17/04/2020,3,59234,6,13,78,11.7,Far West
198574,108770,0,182,22/05/2020,23/05/2020,3,61252,6,13,78,11.7,Far West
161077,48763,0,163,15/11/2019,16/11/2019,3,49639,6,13,78,11.7,Far West
168431,72894,0,187,20/12/2019,21/12/2019,3,51916,6,13,78,11.7,Far West
174951,112063,0,194,24/01/2020,25/01/2020,3,53934,6,13,78,11.7,Far West
210810,66176,0,165,25/07/2020,26/07/2020,3,65098,6,13,78,11.7,Far West
1004,47741,0,185,29/05/2017,06/06/2017,3,389,6,13,78,11.7,Far West
1366,47741,0,163,31/05/2017,10/06/2017,3,497,6,13,78,11.7,Far West
2019,40971,0,172,03/06/2017,05/06/2017,3,685,6,13,78,11.7,Far West
2726,47692,0,204,08/06/2017,12/06/2017,3,898,6,13,78,11.7,Far West
3723,40971,0,192,14/06/2017,16/06/2017,3,1197,6,13,78,11.7,Far West
4480,47692,0,170,20/06/2017,24/06/2017,3,1422,6,13,78,11.7,Far West
7968,72610,0,196,12/07/2017,14/07/2017,3,2451,6,13,78,11.7,Far West
8292,48937,0,193,15/07/2017,17/07/2017,3,2551,6,13,78,11.7,Far West
8593,48937,0,167,18/07/2017,21/07/2017,3,2653,6,13,78,11.7,Far West
10589,72761,0,182,30/07/2017,07/08/2017,3,3254,6,13,78,11.7,Far West
10592,72761,0,171,30/07/2017,08/08/2017,3,3254,6,13,78,11.7,Far West
17741,47757,0,166,10/09/2017,13/09/2017,3,5462,6,13,78,11.7,Far West
18630,72894,0,183,16/09/2017,21/09/2017,3,5744,6,13,78,11.7,Far West
19181,72709,0,171,20/09/2017,24/09/2017,3,5909,6,13,78,11.7,Far West
19182,72709,0,183,20/09/2017,23/09/2017,3,5909,6,13,78,11.7,Far West
19614,47757,0,190,23/09/2017,25/09/2017,3,6044,6,13,78,11.7,Far West
24481,41568,0,190,20/10/2017,24/10/2017,3,7539,6,13,78,11.7,Far West
30917,72610,0,187,24/11/2017,25/11/2017,3,9520,6,13,78,11.7,Far West
30918,72610,0,192,24/11/2017,26/11/2017,3,9520,6,13,78,11.7,Far West
34253,76936,0,198,11/12/2017,12/12/2017,3,10556,6,13,78,11.7,Far West
36206,44333,0,180,22/12/2017,25/12/2017,3,11173,6,13,78,11.7,Far West
38392,41568,0,173,05/01/2018,06/01/2018,3,11853,6,13,78,11.7,Far West
38593,44333,0,190,06/01/2018,07/01/2018,3,11917,6,13,78,11.7,Far West
40918,48851,0,189,21/01/2018,23/01/2018,3,12642,6,13,78,11.7,Far West
,,,,,,,,0,,,,Far West
45213,48937,0,187,16/02/2018,17/02/2018,3,13961,6,13,78,11.7,Far West
48772,47855,0,177,12/03/2018,13/03/2018,3,15045,6,13,78,11.7,Far West
49265,41568,0,204,16/03/2018,19/03/2018,3,15189,6,13,78,11.7,Far West
49372,48937,0,173,16/03/2018,17/03/2018,3,15218,6,13,78,11.7,Far West
50379,91464,0,174,22/03/2018,25/03/2018,3,15525,6,13,78,11.7,Far West
51852,48937,0,171,28/03/2018,04/04/2018,3,15986,6,13,78,11.7,Far West
52374,89925,0,203,30/03/2018,07/04/2018,3,16138,6,13,78,11.7,Far West
53463,72709,0,183,06/04/2018,07/04/2018,3,16464,6,13,78,11.7,Far West
53591,87633,0,202,07/04/2018,08/04/2018,3,16501,6,13,78,11.7,Far West
54792,77092,0,176,13/04/2018,14/04/2018,3,16867,6,13,78,11.7,Far West
56531,47134,0,191,25/04/2018,28/04/2018,3,17405,6,13,78,11.7,Far West
57267,72894,0,188,29/04/2018,05/05/2018,3,17632,6,13,78,11.7,Far West
57869,91464,0,169,04/05/2018,06/05/2018,3,17823,6,13,78,11.7,Far West
57915,47692,0,166,04/05/2018,05/05/2018,3,17838,6,13,78,11.7,Far West
58792,48937,0,171,11/05/2018,12/05/2018,3,18115,6,13,78,11.7,Far West
110347,48833,0,199,25/02/2019,26/02/2019,3,33989,6,13,78,11.7,Far West
110754,47692,0,204,28/02/2019,03/03/2019,3,34112,6,13,78,11.7,Far West
112400,66176,0,167,08/03/2019,09/03/2019,3,34614,6,13,78,11.7,Far West
116075,41568,0,165,25/03/2019,27/03/2019,3,35740,6,13,78,11.7,Far West
123574,77092,0,171,07/05/2019,08/05/2019,3,38039,6,13,78,11.7,Far West
123715,47134,0,165,08/05/2019,09/05/2019,3,38083,6,13,78,11.7,Far West
124080,48937,0,175,09/05/2019,10/05/2019,3,38194,6,13,78,11.7,Far West
124363,47757,0,190,10/05/2019,11/05/2019,3,38284,6,13,78,11.7,Far West
61207,77092,0,172,23/05/2018,25/05/2018,3,18843,6,13,78,11.7,Far West
61728,41568,0,188,25/05/2018,27/05/2018,3,19000,6,13,78,11.7,Far West
61869,77092,0,167,28/05/2018,04/06/2018,3,19046,6,13,78,11.7,Far West
64862,72761,0,190,13/06/2018,14/06/2018,3,19951,6,13,78,11.7,Far West
69901,47692,0,204,13/07/2018,15/07/2018,3,21526,6,13,78,11.7,Far West
71516,47757,0,182,25/07/2018,27/07/2018,3,22018,6,13,78,11.7,Far West
74115,87481,0,163,08/08/2018,09/08/2018,3,22787,6,13,78,11.7,Far West
78627,47855,0,190,05/09/2018,06/09/2018,3,24173,6,13,78,11.7,Far West
85310,48851,0,200,11/10/2018,12/10/2018,3,26219,6,13,78,11.7,Far West
86870,47741,0,185,20/10/2018,23/10/2018,3,26706,6,13,78,11.7,Far West
,,,,,,,,0,,,,Far West
87291,47741,0,171,21/10/2018,23/10/2018,3,26832,6,13,78,11.7,Far West
87624,76936,0,198,22/10/2018,25/10/2018,3,26935,6,13,78,11.7,Far West
90199,48851,0,170,03/11/2018,04/11/2018,3,27729,6,13,78,11.7,Far West
90200,48851,0,195,03/11/2018,04/11/2018,3,27729,6,13,78,11.7,Far West
90595,47692,0,201,04/11/2018,06/11/2018,3,27854,6,13,78,11.7,Far West
90769,48763,0,165,07/11/2018,08/11/2018,3,27909,6,13,78,11.7,Far West
90860,77092,0,194,07/11/2018,08/11/2018,3,27935,6,13,78,11.7,Far West
91013,48851,0,201,08/11/2018,09/11/2018,3,27989,6,13,78,11.7,Far West
93634,72894,0,166,23/11/2018,24/11/2018,3,28799,6,13,78,11.7,Far West
,,,,,,,,0,,,,Far West
96289,87481,0,175,06/12/2018,07/12/2018,3,29618,6,13,78,11.7,Far West
103426,89925,0,170,12/01/2019,13/01/2019,3,31833,6,13,78,11.7,Far West
106046,48851,0,184,30/01/2019,06/02/2019,3,32654,6,13,78,11.7,Far West
176568,107607,0,204,31/01/2020,03/02/2020,3,54444,6,13,78,11.7,Far West
177168,72761,0,196,02/02/2020,03/02/2020,3,54630,6,13,78,11.7,Far West
,,,,,,,,0,,,,Far West
179328,108294,0,169,13/02/2020,14/02/2020,3,55303,6,13,78,11.7,Far West
180075,107721,0,186,16/02/2020,17/02/2020,3,55534,6,13,78,11.7,Far West
181853,107721,0,181,28/02/2020,01/03/2020,3,56082,6,13,78,11.7,Far West
184561,107721,0,177,12/03/2020,13/03/2020,3,56901,6,13,78,11.7,Far West
189207,111992,0,197,02/04/2020,03/04/2020,3,58341,6,13,78,11.7,Far West
190546,108770,0,171,09/04/2020,10/04/2020,3,58753,6,13,78,11.7,Far West
193142,111992,0,194,24/04/2020,25/04/2020,3,59561,6,13,78,11.7,Far West
196116,112167,0,191,09/05/2020,10/05/2020,3,60484,6,13,78,11.7,Far West
196307,72610,0,198,10/05/2020,11/05/2020,3,60540,6,13,78,11.7,Far West
,,,,,,,,0,,,,Far West
,,,,,,,,0,,,,Far West
198471,72761,0,192,22/05/2020,23/05/2020,3,61220,6,13,78,11.7,Far West
126993,41568,0,163,23/05/2019,24/05/2019,3,39099,6,13,78,11.7,Far West
127182,41568,0,189,23/05/2019,24/05/2019,3,39155,6,13,78,11.7,Far West
127617,91464,0,200,27/05/2019,28/05/2019,3,39295,6,13,78,11.7,Far West
130692,48851,0,175,13/06/2019,14/06/2019,3,40248,6,13,78,11.7,Far West
134280,41432,0,183,03/07/2019,04/07/2019,3,41364,6,13,78,11.7,Far West
134797,47692,0,179,04/07/2019,05/07/2019,3,41517,6,13,78,11.7,Far West
,,,,,,,,0,,,,Far West
137771,77092,0,194,19/07/2019,20/07/2019,3,42422,6,13,78,11.7,Far West
139821,77092,0,202,02/08/2019,03/08/2019,3,43064,6,13,78,11.7,Far West
,,,,,,,,0,,,,Far West
142291,48763,0,166,15/08/2019,16/08/2019,3,43824,6,13,78,11.7,Far West
143115,41432,0,188,18/08/2019,19/08/2019,3,44079,6,13,78,11.7,Far West
145489,72646,0,187,30/08/2019,03/09/2019,3,44809,6,13,78,11.7,Far West
149648,48763,0,189,19/09/2019,20/09/2019,3,46097,6,13,78,11.7,Far West
153598,48937,0,182,10/10/2019,11/10/2019,3,47322,6,13,78,11.7,Far West
156097,91464,0,177,21/10/2019,22/10/2019,3,48092,6,13,78,11.7,Far West
156276,72610,0,196,22/10/2019,23/10/2019,3,48145,6,13,78,11.7,Far West
157744,48833,0,204,27/10/2019,31/10/2019,3,48597,6,13,78,11.7,Far West
157803,77092,0,188,27/10/2019,30/10/2019,3,48614,6,13,78,11.7,Far West
159618,87481,0,182,06/11/2019,07/11/2019,3,49165,6,13,78,11.7,Far West
161167,48937,0,167,15/11/2019,16/11/2019,3,49666,6,13,78,11.7,Far West
166767,72894,0,175,13/12/2019,14/12/2019,3,51396,6,13,78,11.7,Far West
168944,111992,0,176,22/12/2019,23/12/2019,3,52078,6,13,78,11.7,Far West
169608,112081,0,188,25/12/2019,26/12/2019,3,52279,6,13,78,11.7,Far West
169796,72125,0,196,26/12/2019,27/12/2019,3,52337,6,13,78,11.7,Far West
172632,111993,0,183,11/01/2020,12/01/2020,3,53213,6,13,78,11.7,Far West
172692,113033,0,168,11/01/2020,12/01/2020,3,53231,6,13,78,11.7,Far West
173399,107623,0,179,15/01/2020,16/01/2020,3,53450,6,13,78,11.7,Far West
175793,72125,0,194,27/01/2020,28/01/2020,3,54200,6,13,78,11.7,Far West
199593,112381,0,196,27/05/2020,28/05/2020,3,61563,6,13,78,11.7,Far West
202182,72646,0,193,07/06/2020,08/06/2020,3,62364,6,13,78,11.7,Far West
208646,72125,0,189,16/07/2020,17/07/2020,3,64416,6,13,78,11.7,Far West
,,,,,,,,0,,,,Far West
212649,112897,0,170,07/08/2020,08/08/2020,3,65680,6,13,78,11.7,Far West
214200,112167,0,202,14/08/2020,15/08/2020,3,66151,6,13,78,11.7,Far West
215366,112063,0,171,20/08/2020,21/08/2020,3,66511,6,13,78,11.7,Far West
215369,112063,0,178,20/08/2020,21/08/2020,3,66511,6,13,78,11.7,Far West
215474,108294,0,172,21/08/2020,22/08/2020,3,66549,6,13,78,11.7,Far West
215970,112081,0,193,22/08/2020,23/08/2020,3,66699,6,13,78,11.7,Far West
217661,72709,0,169,02/09/2020,03/09/2020,3,67233,6,13,78,11.7,Far West
217896,108137,0,177,03/09/2020,04/09/2020,3,67309,6,13,78,11.7,Far West
217984,112167,0,186,03/09/2020,04/09/2020,3,67334,6,13,78,11.7,Far West
219876,112167,0,183,12/09/2020,13/09/2020,3,67935,6,13,78,11.7,Far West
221205,112229,0,185,19/09/2020,20/09/2020,3,68351,6,13,78,11.7,Far West
222528,72894,0,166,26/09/2020,27/09/2020,3,68750,6,13,78,11.7,Far West
,,,,,,,,0,,,,Far West
224871,72709,0,204,06/10/2020,07/10/2020,3,69465,6,13,78,11.7,Far West
225397,112394,0,175,10/10/2020,11/10/2020,3,69627,6,13,78,11.7,Far West
226911,115533,0,167,17/10/2020,18/10/2020,3,70094,6,13,78,11.7,Far West
2,47692,0,170,23/05/2017,26/05/2017,3,2,9,13,117,17.55,Far West
1015,72610,0,192,29/05/2017,05/06/2017,3,392,9,13,117,17.55,Far West
2213,47741,0,174,05/06/2017,08/06/2017,3,740,9,13,117,17.55,Far West
5125,48762,0,189,22/06/2017,25/06/2017,3,1604,9,13,117,17.55,Far West
5755,47692,0,195,26/06/2017,02/07/2017,3,1791,9,13,117,17.55,Far West
5912,72761,0,182,27/06/2017,03/07/2017,3,1837,9,13,117,17.55,Far West
6974,72610,0,189,05/07/2017,06/07/2017,3,2147,9,13,117,17.55,Far West
7436,63578,0,179,08/07/2017,09/07/2017,3,2291,9,13,117,17.55,Far West
7946,48937,0,175,12/07/2017,14/07/2017,3,2445,9,13,117,17.55,Far West
10038,48762,0,169,28/07/2017,05/08/2017,3,3085,9,13,117,17.55,Far West
10961,47134,0,192,02/08/2017,06/08/2017,3,3369,9,13,117,17.55,Far West
11256,49101,0,201,04/08/2017,07/08/2017,3,3457,9,13,117,17.55,Far West
13503,44333,0,176,16/08/2017,20/08/2017,3,4142,9,13,117,17.55,Far West
13412,66176,0,186,16/08/2017,19/08/2017,3,4114,9,13,117,17.55,Far West
13836,47134,0,191,18/08/2017,22/08/2017,3,4242,9,13,117,17.55,Far West
17045,47134,0,169,07/09/2017,08/09/2017,3,5246,9,13,117,17.55,Far West
17713,72125,0,194,10/09/2017,14/09/2017,3,5453,9,13,117,17.55,Far West
19889,41568,0,176,24/09/2017,29/09/2017,3,6129,9,13,117,17.55,Far West
20197,72610,0,185,26/09/2017,01/10/2017,3,6218,9,13,117,17.55,Far West
23875,47855,0,170,16/10/2017,21/10/2017,3,7358,9,13,117,17.55,Far West
24479,72761,0,183,20/10/2017,22/10/2017,3,7538,9,13,117,17.55,Far West
25504,41432,0,191,25/10/2017,29/10/2017,3,7854,9,13,117,17.55,Far West
30194,47855,0,176,19/11/2017,23/11/2017,3,9299,9,13,117,17.55,Far West
32308,87633,0,166,02/12/2017,03/12/2017,3,9957,9,13,117,17.55,Far West
32838,48851,0,189,04/12/2017,05/12/2017,3,10127,9,13,117,17.55,Far West
34778,66176,0,193,15/12/2017,18/12/2017,3,10720,9,13,117,17.55,Far West
40173,48851,0,196,18/01/2018,21/01/2018,3,12412,9,13,117,17.55,Far West
40461,47855,0,165,19/01/2018,20/01/2018,3,12500,9,13,117,17.55,Far West
40492,72125,0,185,19/01/2018,20/01/2018,3,12509,9,13,117,17.55,Far West
42483,44333,0,203,01/02/2018,02/02/2018,3,13131,9,13,117,17.55,Far West
42762,48762,0,185,02/02/2018,03/02/2018,3,13215,9,13,117,17.55,Far West
42909,89925,0,163,03/02/2018,05/02/2018,3,13260,9,13,117,17.55,Far West
44667,48851,0,164,14/02/2018,15/02/2018,3,13796,9,13,117,17.55,Far West
47935,91464,0,189,06/03/2018,07/03/2018,3,14786,9,13,117,17.55,Far West
49811,76936,0,166,18/03/2018,20/03/2018,3,15352,9,13,117,17.55,Far West
53831,48762,0,176,09/04/2018,10/04/2018,3,16574,9,13,117,17.55,Far West
56050,66176,0,175,21/04/2018,24/04/2018,3,17257,9,13,117,17.55,Far West
57663,48763,0,175,02/05/2018,03/05/2018,3,17755,9,13,117,17.55,Far West
58270,72709,0,182,08/05/2018,09/05/2018,3,17951,9,13,117,17.55,Far West
58303,76936,0,187,08/05/2018,09/05/2018,3,17961,9,13,117,17.55,Far West
58833,48762,0,163,11/05/2018,12/05/2018,3,18129,9,13,117,17.55,Far West
59581,41568,0,171,16/05/2018,19/05/2018,3,18352,9,13,117,17.55,Far West
60633,47757,0,202,22/05/2018,25/05/2018,3,18667,9,13,117,17.55,Far West
113364,44333,0,203,14/03/2019,15/03/2019,3,34910,9,13,117,17.55,Far West
114080,72761,0,201,17/03/2019,18/03/2019,3,35135,9,13,117,17.55,Far West
119864,48763,0,171,12/04/2019,13/04/2019,3,36891,9,13,117,17.55,Far West
124655,47741,0,164,11/05/2019,12/05/2019,3,38376,9,13,117,17.55,Far West
125859,72125,0,170,18/05/2019,19/05/2019,3,38759,9,13,117,17.55,Far West
126521,72646,0,163,22/05/2019,23/05/2019,3,38959,9,13,117,17.55,Far West
64424,41568,0,165,12/06/2018,15/06/2018,3,19822,9,13,117,17.55,Far West
65096,72709,0,204,15/06/2018,16/06/2018,3,20023,9,13,117,17.55,Far West
,,,,,,,,0,,,,Far West
69916,47692,0,187,13/07/2018,15/07/2018,3,21530,9,13,117,17.55,Far West
76205,41432,0,164,22/08/2018,24/08/2018,3,23430,9,13,117,17.55,Far West
77866,41432,0,171,31/08/2018,08/09/2018,3,23948,9,13,117,17.55,Far West
78636,48851,0,188,05/09/2018,06/09/2018,3,24176,9,13,117,17.55,Far West
,,,,,,,,0,,,,Far West
79678,72125,0,194,09/09/2018,10/09/2018,3,24495,9,13,117,17.55,Far West
83075,77092,0,189,29/09/2018,07/10/2018,3,25539,9,13,117,17.55,Far West
84315,72761,0,164,06/10/2018,07/10/2018,3,25917,9,13,117,17.55,Far West
85772,76936,0,204,12/10/2018,15/10/2018,3,26357,9,13,117,17.55,Far West
85876,72761,0,174,13/10/2018,15/10/2018,3,26395,9,13,117,17.55,Far West
87625,76936,0,173,22/10/2018,26/10/2018,3,26935,9,13,117,17.55,Far West
90768,48763,0,182,07/11/2018,08/11/2018,3,27909,9,13,117,17.55,Far West
91230,72894,0,193,09/11/2018,10/11/2018,3,28057,9,13,117,17.55,Far West
93277,87481,0,187,18/11/2018,20/11/2018,3,28686,9,13,117,17.55,Far West
93800,72646,0,180,24/11/2018,25/11/2018,3,28853,9,13,117,17.55,Far West
94487,48937,0,184,26/11/2018,27/11/2018,3,29063,9,13,117,17.55,Far West
,,,,,,,,0,,,,Far West
98148,76936,0,164,15/12/2018,16/12/2018,3,30191,9,13,117,17.55,Far West
101634,77092,0,197,03/01/2019,04/01/2019,3,31276,9,13,117,17.55,Far West
104364,87481,0,197,19/01/2019,20/01/2019,3,32133,9,13,117,17.55,Far West
